Abdominal Pain,Aggression,Bleeding Disorders,Bloody Stool,Chest Pain,Congested Lungs,Coughing,Dehydration,Depression,Diarrhea,Difficulty Breathing,Difficulty Swallowing,Drooling,Eye Discharge,Fever,Forceful Cough,Gagging,Hydrophobia,Itching,Jaundice,Lack of Coordination,Lethargy,Loss of Appetite,Muscle Spasms,Nasal Discharge,Pale Gums,Paralysis,Runny Nose,Seizures,Sensitivity to Light,Sneezing,Tender Abdomen,Thick Substance in Eyes,Vomiting,Weakness,Weight Loss,Severity,Priority,Illness,Confidence,Abdominal Pain_Stage,Aggression_Stage,Bleeding Disorders_Stage,Bloody Stool_Stage,Chest Pain_Stage,Congested Lungs_Stage,Coughing_Stage,Dehydration_Stage,Depression_Stage,Diarrhea_Stage,Difficulty Breathing_Stage,Difficulty Swallowing_Stage,Drooling_Stage,Eye Discharge_Stage,Fever_Stage,Forceful Cough_Stage,Gagging_Stage,Hydrophobia_Stage,Itching_Stage,Jaundice_Stage,Lack of Coordination_Stage,Lethargy_Stage,Loss of Appetite_Stage,Muscle Spasms_Stage,Nasal Discharge_Stage,Pale Gums_Stage,Paralysis_Stage,Runny Nose_Stage,Seizures_Stage,Sensitivity to Light_Stage,Sneezing_Stage,Tender Abdomen_Stage,Thick Substance in Eyes_Stage,Vomiting_Stage,Weakness_Stage,Weight Loss_Stage,Corneal Edema,Corneal Edema_Stage
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,High,1.8,Canine Herpesvirus,0.83,None,None,None,None,None,None,None,None,None,Any Stage,Late,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,Any Stage,None,None,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,High,1.4,Canine Herpesvirus,0.75,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Medium,1.8,Canine Herpesvirus,0.89,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,,
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Medium,1.7,Canine Herpesvirus,0.82,None,None,None,None,None,None,None,None,None,Any Stage,Late,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,Any Stage,None,None,,
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Low,1.6,Canine Herpesvirus,0.86,None,None,None,None,None,None,None,None,None,Any Stage,Late,None,None,None,None,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,,
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,Low,1.5,Canine Herpesvirus,0.94,None,None,None,None,None,None,None,None,None,Any Stage,Late,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,Medium,1.6,Canine Herpesvirus,0.94,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,,
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,Medium,1.8,Canine Herpesvirus,0.79,None,None,None,None,None,None,None,None,None,Any Stage,Late,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium,1.5,Canine Influenza,0.79,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,Medium,1.6,Canine Influenza,0.95,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,Any Stage,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium,1.4,Canine Influenza,0.92,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,High,1.8,Canine Influenza,0.85,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,Medium,1.7,Canine Influenza,0.94,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,Any Stage,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Medium,1.4,Canine Influenza,0.76,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,Early,None,None,Any Stage,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,High,1.5,Canine Influenza,0.89,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High,1.7,Canine Influenza,0.81,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,None,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium,1.6,Canine Influenza,0.88,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,High,1.6,Canine Influenza,0.75,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,Any Stage,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,Low,1.7,Canine Influenza,0.86,None,None,None,None,None,None,None,None,None,None,None,None,None,Late,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,Any Stage,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Medium,1.4,Canine Influenza,0.92,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Early,None,None,Any Stage,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,High,1.7,Canine Influenza,0.92,None,None,None,None,None,None,None,None,None,None,None,None,None,Late,Early,None,None,None,None,None,None,Any Stage,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,1.3,Canine Influenza,0.76,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,High,1.4,Canine Influenza,0.79,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,1.5,Canine Influenza,0.85,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,High,1.7,Canine Influenza,0.79,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Any Stage,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Low,1.8,Canine Influenza,0.9,None,None,None,None,None,None,Early,None,None,None,None,None,None,Late,Early,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,Any Stage,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,High,1.7,Canine Influenza,0.78,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium,1.7,Canine Influenza,0.92,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium,1.5,Canine Influenza,0.81,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,Low,1.8,Canine Influenza,0.82,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,Any Stage,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,High,1.6,Canine Influenza,0.86,None,None,None,None,None,None,Early,None,None,None,None,None,None,Late,Early,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,High,1.7,Canine Influenza,0.89,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,High,1.4,Canine Influenza,0.76,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium,1.7,Canine Influenza,0.93,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium,1.8,Canine Influenza,0.75,None,None,None,None,None,None,Early,None,None,None,None,None,None,Late,Early,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Medium,1.3,Canine Influenza,0.88,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,Early,None,None,Any Stage,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,Low,1.5,Canine Influenza,0.83,None,None,None,None,None,None,Early,None,None,None,None,None,None,Late,Early,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,Any Stage,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,1.6,Canine Influenza,0.79,None,None,None,None,None,None,Early,None,None,None,None,None,None,Late,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,High,1.7,Canine Influenza,0.77,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,Any Stage,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium,1.5,Canine Influenza,0.91,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Low,1.7,Canine Influenza,0.91,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium,1.8,Canine Influenza,0.77,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Low,1.7,Canine Influenza,0.89,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium,1.6,Canine Influenza,0.89,None,None,None,None,None,None,Early,None,None,None,None,None,None,Late,Early,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Low,1.4,Canine Influenza,0.81,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Low,1.6,Canine Influenza,0.77,None,None,None,None,None,None,Early,None,None,None,None,None,None,Late,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,Any Stage,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,1.4,Canine Influenza,0.77,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,1.5,Canine Influenza,0.84,None,None,None,None,None,None,Early,None,None,None,None,None,None,Late,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,High,1.4,Canine Influenza,0.94,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,High,1.5,Canine Influenza,0.82,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium,1.5,Canine Influenza,0.75,None,None,None,None,None,None,Early,None,None,None,None,None,None,Late,None,None,None,None,None,None,None,Any Stage,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,1.7,Canine Influenza,0.94,None,None,None,None,None,None,Early,None,None,None,None,None,None,Late,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,High,1.7,Canine Influenza,0.78,None,None,None,None,None,None,Early,None,None,None,None,None,None,Late,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,Any Stage,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium,1.7,Canine Influenza,0.95,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High,1.4,Canine Influenza,0.94,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,1.5,Canine Influenza,0.81,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,High,1.6,Canine Influenza,0.81,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,Any Stage,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Low,1.5,Canine Influenza,0.91,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium,1.6,Kennel Cough,0.87,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,Any Stage,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,High,1.6,Kennel Cough,0.9,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Low,1.5,Kennel Cough,0.93,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Low,1.3,Kennel Cough,0.95,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium,1.7,Kennel Cough,0.83,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Low,1.7,Kennel Cough,0.79,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Low,1.7,Kennel Cough,0.82,None,None,None,None,Late,None,Early,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium,1.6,Kennel Cough,0.9,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Low,1.6,Kennel Cough,0.89,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium,1.3,Kennel Cough,0.9,None,None,None,None,Late,None,Early,None,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium,1.4,Kennel Cough,0.76,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Low,1.4,Kennel Cough,0.75,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,High,1.7,Kennel Cough,0.93,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Medium,1.6,Kennel Cough,0.92,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,Any Stage,Any Stage,None,None,None,None,None,Any Stage,None,Early,None,None,None,None,None,None,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium,1.6,Kennel Cough,0.94,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Low,1.6,Kennel Cough,0.93,None,None,None,None,None,None,Early,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,None,None,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,High,1.3,Kennel Cough,0.83,None,None,None,None,Late,None,Early,None,None,None,None,None,None,None,None,Any Stage,None,None,None,None,None,Any Stage,Any Stage,None,Early,None,None,None,None,None,Early,None,None,None,None,None,,
